participante_id;pg1_id;uds_pg1;fecha_resultado
1;1;48;2021-01-06
1;2;24;2021-01-08
1;2;54;2021-01-09
1;1;91;2021-01-10
1;1;15;2021-01-12
2;1;73;2021-01-06
2;1;77;2021-01-08
2;2;48;2021-01-09
2;1;73;2021-01-10
2;2;40;2021-01-12
3;2;8;2021-01-06
3;2;62;2021-01-08
3;2;42;2021-01-09
3;2;51;2021-01-10
3;2;92;2021-01-12
4;2;98;2021-01-06
4;1;35;2021-01-08
4;2;97;2021-01-09
4;2;62;2021-01-10
4;1;57;2021-01-12
5;2;84;2021-01-06
5;2;37;2021-01-08
5;2;3;2021-01-09
5;1;93;2021-01-10
5;2;52;2021-01-12
6;1;95;2021-01-06
6;1;49;2021-01-08
6;1;35;2021-01-09
6;2;86;2021-01-10
6;1;1;2021-01-12
7;1;84;2021-01-06
7;2;52;2021-01-08
7;2;1;2021-01-09
7;1;75;2021-01-10
7;2;100;2021-01-12
8;2;6;2021-01-06
8;1;2;2021-01-08
8;1;65;2021-01-09
8;2;35;2021-01-10
8;1;92;2021-01-12
9;1;90;2021-01-06
9;1;37;2021-01-08
9;2;40;2021-01-09
9;2;23;2021-01-10
9;1;19;2021-01-12
10;1;74;2021-01-06
10;2;17;2021-01-08
10;2;79;2021-01-09
10;1;92;2021-01-10
10;1;60;2021-01-12
11;1;12;2021-01-06
11;2;44;2021-01-08
11;2;86;2021-01-09
11;1;28;2021-01-10
11;1;70;2021-01-12
12;2;8;2021-01-06
12;2;99;2021-01-08
12;1;62;2021-01-09
12;2;66;2021-01-10
12;2;43;2021-01-12
13;2;29;2021-01-06
13;2;12;2021-01-08
13;2;81;2021-01-09
13;2;10;2021-01-10
13;1;44;2021-01-12
14;2;86;2021-01-06
14;1;75;2021-01-08
14;1;21;2021-01-09
14;2;28;2021-01-10
14;2;90;2021-01-12
15;1;4;2021-01-06
15;2;77;2021-01-08
15;2;90;2021-01-09
15;2;88;2021-01-10
15;1;33;2021-01-12
16;1;29;2021-01-06
16;2;45;2021-01-08
16;2;13;2021-01-09
16;2;37;2021-01-10
16;2;85;2021-01-12
17;1;51;2021-01-06
17;2;68;2021-01-08
17;1;96;2021-01-09
17;2;83;2021-01-10
17;2;98;2021-01-12
18;2;72;2021-01-06
18;2;47;2021-01-08
18;1;19;2021-01-09
18;2;29;2021-01-10
18;2;1;2021-01-12
19;2;66;2021-01-06
19;1;39;2021-01-08
19;2;40;2021-01-09
19;1;100;2021-01-10
19;1;11;2021-01-12
20;2;38;2021-01-06
20;1;3;2021-01-08
20;2;5;2021-01-09
20;2;1;2021-01-10
20;2;76;2021-01-12
21;2;22;2021-01-06
21;2;34;2021-01-08
21;1;75;2021-01-09
21;2;63;2021-01-10
21;2;42;2021-01-12
22;1;10;2021-01-06
22;1;26;2021-01-08
22;1;43;2021-01-09
22;2;54;2021-01-10
22;2;82;2021-01-12
23;2;97;2021-01-06
23;2;30;2021-01-08
23;1;79;2021-01-09
23;1;89;2021-01-10
23;2;75;2021-01-12
24;2;51;2021-01-06
24;1;30;2021-01-08
24;1;53;2021-01-09
24;1;93;2021-01-10
24;2;15;2021-01-12
25;1;1;2021-01-06
25;1;40;2021-01-08
25;2;12;2021-01-09
25;1;34;2021-01-10
25;1;68;2021-01-12
26;1;26;2021-01-06
26;1;71;2021-01-08
26;1;88;2021-01-09
26;2;90;2021-01-10
26;1;55;2021-01-12
27;1;49;2021-01-06
27;2;32;2021-01-08
27;2;58;2021-01-09
27;1;68;2021-01-10
27;1;39;2021-01-12
28;1;71;2021-01-06
28;1;70;2021-01-08
28;2;35;2021-01-09
28;1;34;2021-01-10
28;1;52;2021-01-12
29;2;1;2021-01-06
29;1;73;2021-01-08
29;1;79;2021-01-09
29;2;17;2021-01-10
29;2;29;2021-01-12
30;2;91;2021-01-06
30;2;73;2021-01-08
30;2;97;2021-01-09
30;1;36;2021-01-10
30;2;97;2021-01-12
31;1;71;2021-01-06
31;1;19;2021-01-08
31;1;100;2021-01-09
31;2;20;2021-01-10
31;2;79;2021-01-12
32;1;1;2021-01-06
32;2;31;2021-01-08
32;2;89;2021-01-09
32;1;98;2021-01-10
32;2;13;2021-01-12
33;1;51;2021-01-06
33;1;51;2021-01-08
33;1;23;2021-01-09
33;2;5;2021-01-10
33;2;60;2021-01-12
34;1;29;2021-01-06
34;2;72;2021-01-08
34;1;16;2021-01-09
34;2;11;2021-01-10
34;2;14;2021-01-12
35;1;31;2021-01-06
35;1;86;2021-01-08
35;2;37;2021-01-09
35;2;35;2021-01-10
35;2;23;2021-01-12
36;1;55;2021-01-06
36;2;38;2021-01-08
36;1;21;2021-01-09
36;2;60;2021-01-10
36;2;28;2021-01-12
37;2;78;2021-01-06
37;1;6;2021-01-08
37;1;93;2021-01-09
37;2;30;2021-01-10
37;2;71;2021-01-12
38;2;40;2021-01-06
38;2;22;2021-01-08
38;2;93;2021-01-09
38;1;81;2021-01-10
38;2;82;2021-01-12
39;2;59;2021-01-06
39;1;71;2021-01-08
39;2;1;2021-01-09
39;1;99;2021-01-10
39;2;18;2021-01-12
40;2;11;2021-01-06
40;2;74;2021-01-08
40;2;55;2021-01-09
40;1;75;2021-01-10
40;2;51;2021-01-12
41;2;73;2021-01-06
41;2;95;2021-01-08
41;2;17;2021-01-09
41;2;74;2021-01-10
41;2;18;2021-01-12
42;2;58;2021-01-06
42;1;30;2021-01-08
42;1;74;2021-01-09
42;2;83;2021-01-10
42;1;25;2021-01-12
43;1;9;2021-01-06
43;2;75;2021-01-08
43;1;10;2021-01-09
43;1;38;2021-01-10
43;2;83;2021-01-12
44;2;58;2021-01-06
44;2;11;2021-01-08
44;2;45;2021-01-09
44;2;96;2021-01-10
44;2;64;2021-01-12
45;1;26;2021-01-06
45;1;4;2021-01-08
45;1;24;2021-01-09
45;1;74;2021-01-10
45;2;46;2021-01-12
46;1;34;2021-01-06
46;1;84;2021-01-08
46;1;3;2021-01-09
46;2;86;2021-01-10
46;2;5;2021-01-12
47;1;10;2021-01-06
47;1;20;2021-01-08
47;2;45;2021-01-09
47;2;3;2021-01-10
47;2;89;2021-01-12
48;2;39;2021-01-06
48;2;76;2021-01-08
48;2;9;2021-01-09
48;2;69;2021-01-10
48;1;57;2021-01-12
49;2;13;2021-01-06
49;1;49;2021-01-08
49;1;85;2021-01-09
49;1;75;2021-01-10
49;2;21;2021-01-12
50;1;30;2021-01-06
50;1;95;2021-01-08
50;1;99;2021-01-09
50;2;93;2021-01-10
50;1;35;2021-01-12
51;2;71;2021-01-06
51;2;1;2021-01-08
51;1;80;2021-01-09
51;1;70;2021-01-10
51;1;41;2021-01-12
52;2;79;2021-01-06
52;2;18;2021-01-08
52;1;93;2021-01-09
52;2;94;2021-01-10
52;1;8;2021-01-12
53;2;65;2021-01-06
53;1;77;2021-01-08
53;1;89;2021-01-09
53;1;62;2021-01-10
53;1;82;2021-01-12
54;1;79;2021-01-06
54;1;18;2021-01-08
54;2;30;2021-01-09
54;2;63;2021-01-10
54;1;41;2021-01-12
55;1;84;2021-01-06
55;2;53;2021-01-08
55;1;97;2021-01-09
55;2;11;2021-01-10
55;1;2;2021-01-12
56;2;1;2021-01-06
56;2;90;2021-01-08
56;2;66;2021-01-09
56;2;28;2021-01-10
56;2;9;2021-01-12
57;2;70;2021-01-06
57;1;93;2021-01-08
57;2;84;2021-01-09
57;1;61;2021-01-10
57;1;49;2021-01-12
58;2;69;2021-01-06
58;2;71;2021-01-08
58;1;75;2021-01-09
58;2;22;2021-01-10
58;2;50;2021-01-12
59;2;1;2021-01-06
59;1;84;2021-01-08
59;1;66;2021-01-09
59;1;2;2021-01-10
59;1;27;2021-01-12
60;2;93;2021-01-06
60;2;98;2021-01-08
60;2;85;2021-01-09
60;1;24;2021-01-10
60;1;6;2021-01-12
61;1;72;2021-01-06
61;2;26;2021-01-08
61;2;85;2021-01-09
61;1;83;2021-01-10
61;2;87;2021-01-12
62;1;2;2021-01-06
62;2;79;2021-01-08
62;1;99;2021-01-09
62;1;46;2021-01-10
62;2;98;2021-01-12
63;1;58;2021-01-06
63;2;8;2021-01-08
63;2;59;2021-01-09
63;1;79;2021-01-10
63;1;24;2021-01-12
64;1;11;2021-01-06
64;2;69;2021-01-08
64;1;76;2021-01-09
64;2;20;2021-01-10
64;1;81;2021-01-12
65;1;98;2021-01-06
65;1;76;2021-01-08
65;1;64;2021-01-09
65;2;79;2021-01-10
65;2;70;2021-01-12
66;2;52;2021-01-06
66;2;13;2021-01-08
66;1;78;2021-01-09
66;2;20;2021-01-10
66;2;73;2021-01-12
67;2;29;2021-01-06
67;1;85;2021-01-08
67;1;15;2021-01-09
67;2;16;2021-01-10
67;2;67;2021-01-12
68;2;96;2021-01-06
68;1;55;2021-01-08
68;1;94;2021-01-09
68;2;3;2021-01-10
68;1;3;2021-01-12
69;1;28;2021-01-06
69;1;40;2021-01-08
69;2;25;2021-01-09
69;1;76;2021-01-10
69;2;8;2021-01-12
70;2;69;2021-01-06
70;2;99;2021-01-08
